1, layerforward, 8192, 2387949,
0, bpnnCPU, 8192, 9877,
1, adjust_weights, 8192, 3494508
T, ,8192, ,5897866
1, layerforward, 9216, 2372421,
0, bpnnCPU, 9216, 8537,
1, adjust_weights, 9216, 3529287
T, ,9216, ,5915956
1, layerforward, 10240, 1708588,
0, bpnnCPU, 10240, 9305,
1, adjust_weights, 10240, 3545672
T, ,10240, ,5269225
1, layerforward, 11264, 2416111,
0, bpnnCPU, 11264, 8865,
1, adjust_weights, 11264, 3561791
T, ,11264, ,5993024
1, layerforward, 12288, 2418397,
0, bpnnCPU, 12288, 10130,
1, adjust_weights, 12288, 3602346
T, ,12288, ,6037207
1, layerforward, 13312, 2176932,
0, bpnnCPU, 13312, 9248,
1, adjust_weights, 13312, 3604470
T, ,13312, ,5796330
1, layerforward, 14336, 2437032,
0, bpnnCPU, 14336, 9302,
1, adjust_weights, 14336, 3638440
T, ,14336, ,6090439
1, layerforward, 15360, 2442335,
0, bpnnCPU, 15360, 9480,
1, adjust_weights, 15360, 3664560
T, ,15360, ,6122022
1, layerforward, 16384, 956500,
0, bpnnCPU, 16384, 9141,
1, adjust_weights, 16384, 3866220
T, ,16384, ,4837124
1, layerforward, 17408, 1078405,
0, bpnnCPU, 17408, 9217,
1, adjust_weights, 17408, 3771586
T, ,17408, ,4864915
1, layerforward, 18432, 1082809,
0, bpnnCPU, 18432, 9160,
1, adjust_weights, 18432, 3305651
T, ,18432, ,4403305
1, layerforward, 19456, 1097111,
0, bpnnCPU, 19456, 8970,
1, adjust_weights, 19456, 3814879
T, ,19456, ,4930270
1, layerforward, 20480, 1101799,
0, bpnnCPU, 20480, 8990,
1, adjust_weights, 20480, 3855413
T, ,20480, ,4971710
1, layerforward, 21504, 1104156,
0, bpnnCPU, 21504, 9548,
1, adjust_weights, 21504, 3917190
T, ,21504, ,5036893
1, layerforward, 22528, 1104651,
0, bpnnCPU, 22528, 9068,
1, adjust_weights, 22528, 3912757
T, ,22528, ,5032329
1, layerforward, 23552, 1115347,
0, bpnnCPU, 23552, 9894,
1, adjust_weights, 23552, 3246330
T, ,23552, ,4378095
1, layerforward, 24576, 1122919,
0, bpnnCPU, 24576, 8829,
1, adjust_weights, 24576, 4019875
T, ,24576, ,5157322
1, layerforward, 25600, 1127772,
0, bpnnCPU, 25600, 9357,
1, adjust_weights, 25600, 4065462
T, ,25600, ,5208653
1, layerforward, 26624, 1143425,
0, bpnnCPU, 26624, 9558,
1, adjust_weights, 26624, 4059900
T, ,26624, ,5219490
1, layerforward, 27648, 1145290,
0, bpnnCPU, 27648, 9239,
1, adjust_weights, 27648, 4130271
T, ,27648, ,5290579
1, layerforward, 28672, 1134714,
0, bpnnCPU, 28672, 6838,
1, adjust_weights, 28672, 4143650
T, ,28672, ,5292080
1, layerforward, 29696, 1151570,
0, bpnnCPU, 29696, 9092,
1, adjust_weights, 29696, 4206125
T, ,29696, ,5372894
1, layerforward, 30720, 1154262,
0, bpnnCPU, 30720, 9363,
1, adjust_weights, 30720, 4188381
T, ,30720, ,5358549
1, layerforward, 31744, 1155822,
0, bpnnCPU, 31744, 9601,
1, adjust_weights, 31744, 4247714
T, ,31744, ,5419037
1, layerforward, 32768, 1201476,
0, bpnnCPU, 32768, 9543,
1, adjust_weights, 32768, 4208364
T, ,32768, ,5425097
1, layerforward, 33792, 1860029,
0, bpnnCPU, 33792, 9655,
1, adjust_weights, 33792, 4323210
T, ,33792, ,6199439
1, layerforward, 34816, 1165534,
0, bpnnCPU, 34816, 9508,
1, adjust_weights, 34816, 4396396
T, ,34816, ,5577824
1, layerforward, 35840, 1189964,
0, bpnnCPU, 35840, 9543,
1, adjust_weights, 35840, 4365309
T, ,35840, ,5574417
1, layerforward, 36864, 1193092,
0, bpnnCPU, 36864, 11758,
1, adjust_weights, 36864, 4407784
T, ,36864, ,5618988
1, layerforward, 37888, 1189602,
0, bpnnCPU, 37888, 9681,
1, adjust_weights, 37888, 4386393
T, ,37888, ,5591803
1, layerforward, 38912, 1208917,
0, bpnnCPU, 38912, 9254,
1, adjust_weights, 38912, 5101452
T, ,38912, ,6325834
1, layerforward, 39936, 1198636,
0, bpnnCPU, 39936, 9284,
1, adjust_weights, 39936, 4462778
T, ,39936, ,5677588
1, layerforward, 40960, 1178928,
0, bpnnCPU, 40960, 11524,
1, adjust_weights, 40960, 4469845
T, ,40960, ,5666325
1, layerforward, 41984, 1213515,
0, bpnnCPU, 41984, 9724,
1, adjust_weights, 41984, 4484001
T, ,41984, ,5713211
1, layerforward, 43008, 1231138,
0, bpnnCPU, 43008, 9271,
1, adjust_weights, 43008, 4543176
T, ,43008, ,5789858
1, layerforward, 44032, 1228115,
0, bpnnCPU, 44032, 9604,
1, adjust_weights, 44032, 4562037
T, ,44032, ,5808990
1, layerforward, 45056, 1245977,
0, bpnnCPU, 45056, 9942,
1, adjust_weights, 45056, 4567634
T, ,45056, ,5834223
1, layerforward, 46080, 1278393,
0, bpnnCPU, 46080, 9506,
1, adjust_weights, 46080, 4591872
T, ,46080, ,5886093
1, layerforward, 47104, 1242913,
0, bpnnCPU, 47104, 9296,
1, adjust_weights, 47104, 4648856
T, ,47104, ,5911978
1, layerforward, 48128, 1249549,
0, bpnnCPU, 48128, 9375,
1, adjust_weights, 48128, 4697453
T, ,48128, ,5962901
1, layerforward, 49152, 1289610,
0, bpnnCPU, 49152, 9301,
1, adjust_weights, 49152, 4651767
T, ,49152, ,5958216
1, layerforward, 50176, 1265280,
0, bpnnCPU, 50176, 9598,
1, adjust_weights, 50176, 4787091
T, ,50176, ,6068702
1, layerforward, 51200, 1289732,
0, bpnnCPU, 51200, 9744,
1, adjust_weights, 51200, 4286093
T, ,51200, ,5591900
1, layerforward, 52224, 1264509,
0, bpnnCPU, 52224, 9677,
1, adjust_weights, 52224, 4861044
T, ,52224, ,6142891
1, layerforward, 53248, 1253722,
0, bpnnCPU, 53248, 9142,
1, adjust_weights, 53248, 4878744
T, ,53248, ,6148416
1, layerforward, 54272, 1299607,
0, bpnnCPU, 54272, 9569,
1, adjust_weights, 54272, 4902423
T, ,54272, ,6219283
1, layerforward, 55296, 1277664,
0, bpnnCPU, 55296, 9371,
1, adjust_weights, 55296, 5383809
T, ,55296, ,6678206
1, layerforward, 56320, 1299251,
0, bpnnCPU, 56320, 9721,
1, adjust_weights, 56320, 5872133
T, ,56320, ,7187931
1, layerforward, 57344, 1307508,
0, bpnnCPU, 57344, 9085,
1, adjust_weights, 57344, 5943272
T, ,57344, ,7267211
1, layerforward, 58368, 1308726,
0, bpnnCPU, 58368, 9738,
1, adjust_weights, 58368, 6189312
T, ,58368, ,7514449
1, layerforward, 59392, 1824173,
0, bpnnCPU, 59392, 8986,
1, adjust_weights, 59392, 6273567
T, ,59392, ,8113865
1, layerforward, 60416, 1837526,
0, bpnnCPU, 60416, 11271,
1, adjust_weights, 60416, 6320581
T, ,60416, ,8176158
1, layerforward, 61440, 1926347,
0, bpnnCPU, 61440, 9262,
1, adjust_weights, 61440, 6340059
T, ,61440, ,8281813
1, layerforward, 62464, 2003876,
0, bpnnCPU, 62464, 8963,
1, adjust_weights, 62464, 6382471
T, ,62464, ,8403348
1, layerforward, 63488, 1804403,
0, bpnnCPU, 63488, 9608,
1, adjust_weights, 63488, 6402208
T, ,63488, ,8223353
1, layerforward, 64512, 2501661,
0, bpnnCPU, 64512, 9922,
1, adjust_weights, 64512, 6354577
T, ,64512, ,8873806
1, layerforward, 65536, 2499284,
0, bpnnCPU, 65536, 10350,
1, adjust_weights, 65536, 6275996
T, ,65536, ,8793513
